Timestamp,PPI
289624.6874431,763
289629.6850471,846
289629.6850637,1095
289629.6851266,1090
289629.6851616,1080
289629.6852009,1069
289634.5173449,1056
289634.51748,1002
289634.5175466,946
289634.5175599,917
289634.5176944,972
289639.6537583,1033
289639.6540098,1033
289639.6540509,949
289639.6541134,885
289639.654128,853
289644.4211907,990
289644.4213334,972
289644.4213962,1051
289644.4214505,922
289644.4216045,888
289644.4216605,844
289649.5807654,770
289649.5808318,724
289649.5808429,735
289649.5809037,767
289649.5809536,767
289649.5809663,765
289654.5613555,826
289654.5614816,995
289654.561582,1056
289654.561595,948
289654.5617006,921
289654.5618008,930
289659.6969995,937
289659.6970976,870
289659.6972162,1510
289664.7051223,1625
289664.7052792,723
289664.7053898,717
289664.7054949,687
289664.7055772,697
289664.705639,687
289664.705694,693
289664.7057298,728
289669.4959744,751
289669.4960733,771
289669.4962075,820
289669.4963116,861
289669.4964257,894
289669.4965172,896
289674.6934683,807
289674.6937135,786
289674.6938245,782
289674.6939201,818
289674.6940093,941
289674.694092,1027
289679.665419,909
289679.6655363,910
289679.6656382,973
289679.6657456,1031
289679.6658169,1027
289684.6527416,997
289684.6529131,954
289684.6530181,980
289684.6530996,1027
289684.6531844,1039
289689.5100124,984
289689.5101074,918
289689.5102012,947
289689.5102958,1002
289689.5103259,1031
289694.608765,987
289694.6089985,935
289694.6090152,940
289694.6091532,905
289694.6092775,837
289694.6093285,789
289699.7119557,791
289699.7120669,926
289699.7121403,1015
289699.7122175,1021
289699.7122769,995
289704.5180855,1004
289704.5181913,984
289704.5182648,938
289704.5183395,920
289704.5184166,888
289709.6710794,848
289709.6711935,779
289709.6712414,833
289709.6713439,1042
289709.6714619,1116
289714.6544848,1017
289714.6546614,915
289714.6547771,854
289714.6548644,812
289714.6549317,870
289714.6550074,906
289719.6865563,974
289719.6866156,850
289719.6866645,732
289719.6867319,806
289719.6867915,703
289719.6868685,771
289719.6869388,697
289724.5269254,724
289724.5271435,773
289724.5272225,734
289724.5273583,759
289724.5274839,751
289724.5275715,752
289724.527626,739
289729.5909253,761
289729.5910336,722
289729.5911514,748
289729.5912376,1434
289729.5913102,818
289734.6956749,727
289734.6959183,768
289734.6960318,741
289734.6961232,805
289734.6961525,786
289734.6962377,787
289734.6962932,795
289739.5196883,867
289739.5197792,757
289739.5198308,738
289739.5198812,773
289739.5199269,788
289739.5199803,769
289744.679527,847
289744.6796989,707
289744.6797962,807
289744.6798956,914
289744.6799689,875
289744.6800602,861
289749.6025572,928
289749.6027991,923
289749.6028955,727
289749.6030189,808
289749.6031312,846
289749.6031992,731
289754.7049727,814
289754.7050965,799
289754.7051694,1003
289754.7052042,661
289754.7052546,877
289754.7052608,796
289759.4449921,857
289759.4451039,814
289759.4451767,762
289759.4452291,839
289759.4452723,863
289759.445357,697
289764.6105325,775
289764.6106542,786
289764.6107383,766
289764.6108333,745
289764.6109022,778
289764.6109788,867
289764.6110845,745
289769.63828,1510
289769.6384274,1478
289769.6385202,872
289774.5582929,741
289774.5584788,1492
289774.5585375,1312
289779.7483571,1829
289779.7485412,1859
289779.7486983,901
289779.7487941,1754
289784.5892501,768
289784.5893931,762
289784.5894791,779
289784.5895802,871
289784.5896776,747
289784.5897527,854
289784.5898228,792
289784.5898587,784
289789.6490757,834
289789.6492185,1744
289789.6492753,2520
289794.4527555,726
289794.4528627,845
289794.4529315,1310
289794.452969,841
289794.452987,755
289799.6489631,752
289799.6490814,820
289799.6491966,1575
289799.649343,1541
289804.6295722,785
289804.6296623,789
289804.6297719,894
289804.6298583,1085
289804.6299115,1078
289809.7273659,1041
289809.7275564,982
289809.7276939,900
289809.7277818,896
289809.7278712,940
289809.7280007,944
289814.4442805,932
289814.4443818,885
289814.444407,823
289814.444492,805
289814.4445083,868
289819.5656319,1005
289819.5658129,1022
289819.5658923,1002
289819.5660037,895
289819.5660624,860
289819.5661231,841
289824.6974789,856
289824.6976328,890
289824.6977154,895
289824.6977673,801
289824.697801,818
289824.6978376,870
289829.4893656,967
289829.4894912,1036
289829.4896053,1055
289829.489688,1024
289829.4897516,954
289834.6341912,924
289834.6343239,924
289834.6344567,930
289834.6345312,992
289834.6345829,951
289839.5507334,911
289839.5507933,938
289839.5508509,984
289839.5509201,987
289839.550962,976
289844.7089723,950
289844.7090974,866
289844.7091613,855
289844.7092424,871
289844.7093148,884
289844.7093907,908
289849.4422174,857
289849.4423489,865
289849.4424573,957
289849.4425411,990
289849.4426201,986
289854.5461743,937
289854.5463161,887
289854.5463292,881
289854.5463685,881
289854.5464178,919
289854.5464771,942
289859.7003376,908
289859.7004585,700
289859.700505,1787
289864.7259823,566
289864.7261703,707
289864.7262644,594
289864.7263616,687
289864.7264198,705
289864.7264946,669
289864.7265655,698
289864.7266208,687
289864.7266799,789
289864.726744,818
289869.6407931,785
289869.6409438,766
289869.6410233,785
289869.6411574,831
289869.6412682,861
289869.6413294,859
289874.5328896,815
289874.5329686,804
289874.5331089,842
289874.5332133,884
289874.5333026,872
289879.6294437,910
289879.629585,973
289879.6296339,974
289879.6296732,873
289879.6297382,889
289879.6297743,962
289884.7306625,974
289884.730742,934
289884.7308043,939
289884.7309149,981
289884.7309943,982
289889.5846455,951
289889.5847581,955
289889.5848686,957
289889.5849889,993
289889.5850474,923
289894.7507753,981
289894.7508702,951
289894.7509586,924
289894.7510471,920
289894.7510942,972
289899.6984791,990
289899.6985968,914
289899.698676,934
289899.6987973,984
289899.6989011,1047
289904.6740932,1015
289904.6743002,934
289904.6743724,945
289904.6745012,1116
289904.6746323,919
289904.6747496,638
289909.480016,739
289909.4800967,857
289909.4801686,855
289909.4801837,831
289909.480233,925
289914.6117343,1069
289914.6118835,1051
289914.6119808,979
289914.6121155,897
289914.6122105,898
289914.6122599,965
289919.6763681,1003
289919.6765234,958
289919.6766883,964
289919.6766969,1020
289919.6767817,1063
289924.5660798,938
289924.5662096,849
289924.5663319,803
289924.5664239,845
289924.5665248,1063
289929.5265138,1059
289929.5266242,976
289929.5267016,953
289929.5267894,999
289929.5268648,1013
289934.6279169,1016
289934.6280064,967
289934.6280753,932
289934.6281485,901
289934.6281627,933
289934.6282774,937
289939.6991245,893
289939.6992755,905
289939.6993294,1015
289939.699503,1040
289939.6995891,994
289944.5245624,900
289944.5246803,913
289944.5248302,988
289944.5248698,1014
289944.5249117,936
289949.6825782,862
289949.6827375,875
289949.6828647,938
289949.6829587,946
289949.6830451,841
289949.6830918,804
289954.6332402,837
289954.6333513,834
289954.6333919,878
289954.6334336,821
289954.6335092,749
289954.6335545,717
289954.6335925,752
289959.57822,676
289959.5783865,854
289959.5784823,679
289959.5786013,805
289959.5786179,869
289964.499627,908
289964.4997699,946
289964.4998781,930
289964.4999306,820
289964.4999853,887
289964.5000468,954
289969.5655936,913
289969.5657185,906
289969.5658002,878
289969.5659313,894
289969.5659917,984
289974.7097781,1014
289974.7099315,981
289974.7100752,939
289974.7101447,992
289974.7102621,1005
289979.5068666,995
289979.5070941,874
289979.5072349,993
289979.5072982,1020
289979.5073741,904
289979.5074492,959
289984.6674027,1019
289984.6674904,943
289984.667524,949
289984.6675936,945
289984.6676709,913
289989.5906113,955
289989.5907318,925
289989.5908539,1088
289989.5909063,963
289989.5909523,891
289994.6817965,880
289994.681951,1127
289994.6819625,711
289994.6820315,930
289994.6820821,779
289994.6821376,902
289999.419542,1628
289999.4196759,759
289999.4197248,846
289999.4197782,1442
289999.419921,742
290004.5453811,1014
290004.5455151,532
290004.5455899,806
290004.5457206,793
290004.5458079,794
290004.5458973,983
290009.6278114,674
290009.6278637,886
290009.6279963,751
290009.6280626,778
290009.6281407,817
290009.6282412,870
290014.5068073,817
290014.5069649,816
290014.5070778,683
290014.5071761,975
290014.5072715,843
290014.5073473,747
290019.680257,735
290019.6804313,789
290019.680513,828
290019.6806791,773
290019.6807355,772
290019.6808502,814
290019.6809321,746
290024.5640917,785
290024.5641718,761
290024.5642313,703
290024.564264,685
290024.5643463,688
290024.5644008,689
290024.564434,673
290029.6649709,757
290029.6651109,711
290029.665162,873
290029.6653089,835
290029.6654311,1111
290034.4324203,1478
290034.4325973,1836
290034.4326733,583
290039.5940552,2291
290039.594202,782
290039.594323,1353
290044.5803027,732
290044.5804758,656
290044.5805518,641
290044.5806604,639
290044.5807788,1269
290044.5808523,1246
290044.5809013,774
290044.5809696,766
290044.5810556,743
290049.6717231,730
290049.6718397,2041
290049.6719957,742
290054.7213792,619
290054.7214002,781
290054.7214452,913
290054.7214917,591
290054.7215482,808
290054.7216447,896
290054.7217686,765
290054.7218809,761
290059.5370397,803
290059.5371554,784
290059.5371646,793
290059.5372463,756
290059.5374258,765
290059.5374829,811
290064.7003247,833
290064.7004611,760
290064.700553,816
290064.7006639,822
290064.7007605,1087
290064.7008476,953
290069.7211808,412
290069.7213317,822
290069.7214081,865
290069.7214811,712
290069.7215566,780
290069.7216474,785
290069.7216763,791
290074.6124623,736
290074.6125964,767
290074.61268,764
290074.6127845,836
290074.6128322,764
290074.6128843,758
290079.5628638,784
290079.5629688,770
290079.5630343,833
290079.5630768,750
290079.5631267,793
290079.5631711,850
290079.5632046,683
290084.6634817,663
290084.6636436,725
290084.6637663,834
290084.6638501,787
290084.6639033,856
290084.6639409,786
290089.7253516,824
290089.7254262,721
290089.7254906,745
290089.7255892,719
290089.7256784,712
290089.7257297,751
290089.725793,650
290094.5000356,800
290094.5001831,1374
290094.5002683,735
290099.656346,1372
290099.656568,492
290099.6565745,550
290099.6566812,541
290099.6567571,674
290099.6568041,715
290099.6568924,720
290099.6569298,716
290099.6569846,734
290099.6570147,745
290104.6685541,735
290104.6686502,725
290104.6687514,1697
290104.6688388,1097
290109.6224469,682
290109.6226819,729
290109.6227769,898
290109.6228061,430
290109.6228829,662
290109.6229229,650
290109.6229389,626
290109.6229422,670
290114.5031246,682
290114.5033202,711
290114.503404,812
290114.503482,856
290114.5035571,824
290114.5036581,810
290119.6023346,728
290119.6025254,865
290119.6026077,731
290119.602684,1466
290119.6027766,701
290119.602858,757
290124.7004127,786
290124.7005477,794
290124.7006114,815
290124.7007297,859
290124.7008243,1216
290124.7009045,566
290129.5370043,832
290129.5371437,830
290129.5371827,842
290129.5373214,713
